cik,company,start_quarter,end_quarter,end_quarter_idx,start_quarter_idx,split,tensor_row,panel_cik,panel_quarter,is_positive_firm,y1,y2,y3,y4,event_date,quarters_to_event,n_observed_quarters,pct_cells_present
1000228,HENRY SCHEIN INC,2013Q1,2014Q4,8059,8052,train,32,1000228,2014Q4,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2013Q2,2015Q1,8060,8053,train,33,1000228,2015Q1,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2013Q3,2015Q2,8061,8054,train,34,1000228,2015Q2,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2013Q4,2015Q3,8062,8055,train,35,1000228,2015Q3,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2014Q1,2015Q4,8063,8056,train,36,1000228,2015Q4,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2014Q2,2016Q1,8064,8057,train,37,1000228,2016Q1,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2014Q3,2016Q2,8065,8058,train,38,1000228,2016Q2,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2014Q4,2016Q3,8066,8059,train,39,1000228,2016Q3,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2015Q1,2016Q4,8067,8060,train,40,1000228,2016Q4,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2015Q2,2017Q1,8068,8061,train,41,1000228,2017Q1,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2015Q3,2017Q2,8069,8062,train,42,1000228,2017Q2,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2015Q4,2017Q3,8070,8063,train,43,1000228,2017Q3,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2016Q1,2017Q4,8071,8064,train,44,1000228,2017Q4,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2016Q2,2018Q1,8072,8065,train,45,1000228,2018Q1,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2016Q3,2018Q2,8073,8066,train,46,1000228,2018Q2,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2016Q4,2018Q3,8074,8067,train,47,1000228,2018Q3,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2017Q1,2018Q4,8075,8068,train,48,1000228,2018Q4,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2017Q2,2019Q1,8076,8069,train,49,1000228,2019Q1,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2017Q3,2019Q2,8077,8070,train,50,1000228,2019Q2,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2017Q4,2019Q3,8078,8071,train,51,1000228,2019Q3,0,0,0,0,0,,,8,86.20689655172413
1000228,HENRY SCHEIN INC,2018Q1,2019Q4,8079,8072,train,52,1000228,2019Q4,0,0,0,0,0,,,8,85.77586206896551
1000229,CORE LABORATORIES N V,2009Q4,2011Q3,8046,8039,train,53,1000229,2011Q3,0,0,0,0,0,,,7,76.29310344827587
1000229,CORE LABORATORIES N V,2010Q1,2011Q4,8047,8040,train,54,1000229,2011Q4,0,0,0,0,0,,,7,79.3103448275862
1000229,CORE LABORATORIES N V,2010Q2,2012Q1,8048,8041,train,55,1000229,2012Q1,0,0,0,0,0,,,8,82.32758620689656
1000229,CORE LABORATORIES N V,2010Q3,2012Q2,8049,8042,train,56,1000229,2012Q2,0,0,0,0,0,,,8,85.34482758620689
1000229,CORE LABORATORIES N V,2010Q4,2012Q3,8050,8043,train,57,1000229,2012Q3,0,0,0,0,0,,,8,87.06896551724138
1000229,CORE LABORATORIES N V,2011Q1,2012Q4,8051,8044,train,58,1000229,2012Q4,0,0,0,0,0,,,8,85.77586206896551
1000229,CORE LABORATORIES N V,2011Q2,2013Q1,8052,8045,train,59,1000229,2013Q1,0,0,0,0,0,,,8,84.48275862068965
1000229,CORE LABORATORIES N V,2011Q3,2013Q2,8053,8046,train,60,1000229,2013Q2,0,0,0,0,0,,,8,83.1896551724138
1000229,CORE LABORATORIES N V,2011Q4,2013Q3,8054,8047,train,61,1000229,2013Q3,0,0,0,0,0,,,8,82.32758620689656
1000229,CORE LABORATORIES N V,2012Q1,2013Q4,8055,8048,train,62,1000229,2013Q4,0,0,0,0,0,,,8,81.46551724137932
1000229,CORE LABORATORIES N V,2012Q2,2014Q1,8056,8049,train,63,1000229,2014Q1,0,0,0,0,0,,,8,80.60344827586206
1000229,CORE LABORATORIES N V,2012Q3,2014Q2,8057,8050,train,64,1000229,2014Q2,0,0,0,0,0,,,8,79.74137931034483
1000229,CORE LABORATORIES N V,2012Q4,2014Q3,8058,8051,train,65,1000229,2014Q3,0,0,0,0,0,,,8,79.74137931034483
1000229,CORE LABORATORIES N V,2013Q1,2014Q4,8059,8052,train,66,1000229,2014Q4,0,0,0,0,0,,,8,79.74137931034483
1000229,CORE LABORATORIES N V,2013Q2,2015Q1,8060,8053,train,67,1000229,2015Q1,0,0,0,0,0,,,8,79.74137931034483
1000229,CORE LABORATORIES N V,2013Q3,2015Q2,8061,8054,train,68,1000229,2015Q2,0,0,0,0,0,,,8,79.74137931034483
1000229,CORE LABORATORIES N V,2013Q4,2015Q3,8062,8055,train,69,1000229,2015Q3,0,0,0,0,0,,,8,80.60344827586206
1000229,CORE LABORATORIES N V,2014Q1,2015Q4,8063,8056,train,70,1000229,2015Q4,0,0,0,0,0,,,8,80.17241379310344
1000229,CORE LABORATORIES N V,2014Q2,2016Q1,8064,8057,train,71,1000229,2016Q1,0,0,0,0,0,,,8,78.44827586206897
1000229,CORE LABORATORIES N V,2014Q3,2016Q2,8065,8058,train,72,1000229,2016Q2,0,0,0,0,0,,,8,76.72413793103449
1000229,CORE LABORATORIES N V,2014Q4,2016Q3,8066,8059,train,73,1000229,2016Q3,0,0,0,0,0,,,8,75.43103448275862
1000229,CORE LABORATORIES N V,2016Q3,2018Q2,8073,8066,train,74,1000229,2018Q2,0,0,0,0,0,,,8,75.0
1000229,CORE LABORATORIES N V,2016Q4,2018Q3,8074,8067,train,75,1000229,2018Q3,0,0,0,0,0,,,8,76.29310344827587
1000229,CORE LABORATORIES N V,2017Q1,2018Q4,8075,8068,train,76,1000229,2018Q4,0,0,0,0,0,,,8,77.58620689655173
1000229,CORE LABORATORIES N V,2017Q2,2019Q1,8076,8069,train,77,1000229,2019Q1,0,0,0,0,0,,,8,78.01724137931035
1000229,CORE LABORATORIES N V,2017Q3,2019Q2,8077,8070,train,78,1000229,2019Q2,0,0,0,0,0,,,8,78.44827586206897
1000229,CORE LABORATORIES N V,2017Q4,2019Q3,8078,8071,train,79,1000229,2019Q3,0,0,0,0,0,,,8,78.87931034482759
1000229,CORE LABORATORIES N V,2018Q1,2019Q4,8079,8072,train,80,1000229,2019Q4,0,0,0,0,0,,,8,79.3103448275862
1000230,OPTICAL CABLE CORP,2010Q3,2012Q2,8049,8042,train,81,1000230,2012Q2,0,0,0,0,0,,,6,86.20689655172413
1000230,OPTICAL CABLE CORP,2010Q4,2012Q3,8050,8043,train,82,1000230,2012Q3,0,0,0,0,0,,,6,87.93103448275862
1000230,OPTICAL CABLE CORP,2011Q1,2012Q4,8051,8044,train,83,1000230,2012Q4,0,0,0,0,0,,,7,89.65517241379311
1000230,OPTICAL CABLE CORP,2011Q2,2013Q1,8052,8045,train,84,1000230,2013Q1,0,0,0,0,0,,,8,91.3793103448276
1000230,OPTICAL CABLE CORP,2011Q3,2013Q2,8053,8046,train,85,1000230,2013Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2011Q4,2013Q3,8054,8047,train,86,1000230,2013Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2012Q1,2013Q4,8055,8048,train,87,1000230,2013Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2012Q2,2014Q1,8056,8049,train,88,1000230,2014Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2012Q3,2014Q2,8057,8050,train,89,1000230,2014Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2012Q4,2014Q3,8058,8051,train,90,1000230,2014Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2013Q1,2014Q4,8059,8052,train,91,1000230,2014Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2013Q2,2015Q1,8060,8053,train,92,1000230,2015Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2013Q3,2015Q2,8061,8054,train,93,1000230,2015Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2013Q4,2015Q3,8062,8055,train,94,1000230,2015Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2014Q1,2015Q4,8063,8056,train,95,1000230,2015Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2014Q2,2016Q1,8064,8057,train,96,1000230,2016Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2014Q3,2016Q2,8065,8058,train,97,1000230,2016Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2014Q4,2016Q3,8066,8059,train,98,1000230,2016Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2015Q1,2016Q4,8067,8060,train,99,1000230,2016Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2015Q2,2017Q1,8068,8061,train,100,1000230,2017Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2015Q3,2017Q2,8069,8062,train,101,1000230,2017Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2015Q4,2017Q3,8070,8063,train,102,1000230,2017Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2016Q1,2017Q4,8071,8064,train,103,1000230,2017Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2016Q2,2018Q1,8072,8065,train,104,1000230,2018Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2016Q3,2018Q2,8073,8066,train,105,1000230,2018Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2016Q4,2018Q3,8074,8067,train,106,1000230,2018Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2017Q1,2018Q4,8075,8068,train,107,1000230,2018Q4,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2017Q2,2019Q1,8076,8069,train,108,1000230,2019Q1,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2017Q3,2019Q2,8077,8070,train,109,1000230,2019Q2,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2017Q4,2019Q3,8078,8071,train,110,1000230,2019Q3,0,0,0,0,0,,,8,93.10344827586206
1000230,OPTICAL CABLE CORP,2018Q1,2019Q4,8079,8072,train,111,1000230,2019Q4,0,0,0,0,0,,,8,93.10344827586206
1000278,PACIFICHEALTH LABORATORIES INC,2010Q4,2012Q3,8050,8043,train,112,1000278,2012Q3,0,0,0,0,0,,,7,82.75862068965517
1000623,"Mativ Holdings, Inc.",2010Q4,2012Q3,8050,8043,train,113,1000623,2012Q3,0,0,0,0,0,,,8,93.10344827586206
1000623,"Mativ Holdings, Inc.",2011Q1,2012Q4,8051,8044,train,114,1000623,2012Q4,0,0,0,0,0,,,8,94.82758620689656
1000623,"Mativ Holdings, Inc.",2011Q2,2013Q1,8052,8045,train,115,1000623,2013Q1,0,0,0,0,0,,,8,96.55172413793105
1000623,"Mativ Holdings, Inc.",2011Q3,2013Q2,8053,8046,train,116,1000623,2013Q2,0,0,0,0,0,,,8,98.27586206896552
1000623,"Mativ Holdings, Inc.",2011Q4,2013Q3,8054,8047,train,117,1000623,2013Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2012Q1,2013Q4,8055,8048,train,118,1000623,2013Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2012Q2,2014Q1,8056,8049,train,119,1000623,2014Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2012Q3,2014Q2,8057,8050,train,120,1000623,2014Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2012Q4,2014Q3,8058,8051,train,121,1000623,2014Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2013Q1,2014Q4,8059,8052,train,122,1000623,2014Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2013Q2,2015Q1,8060,8053,train,123,1000623,2015Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2013Q3,2015Q2,8061,8054,train,124,1000623,2015Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2013Q4,2015Q3,8062,8055,train,125,1000623,2015Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2014Q1,2015Q4,8063,8056,train,126,1000623,2015Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2014Q2,2016Q1,8064,8057,train,127,1000623,2016Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2014Q3,2016Q2,8065,8058,train,128,1000623,2016Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2014Q4,2016Q3,8066,8059,train,129,1000623,2016Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2015Q1,2016Q4,8067,8060,train,130,1000623,2016Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2015Q2,2017Q1,8068,8061,train,131,1000623,2017Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2015Q3,2017Q2,8069,8062,train,132,1000623,2017Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2015Q4,2017Q3,8070,8063,train,133,1000623,2017Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2016Q1,2017Q4,8071,8064,train,134,1000623,2017Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2016Q2,2018Q1,8072,8065,train,135,1000623,2018Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2016Q3,2018Q2,8073,8066,train,136,1000623,2018Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2016Q4,2018Q3,8074,8067,train,137,1000623,2018Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2017Q1,2018Q4,8075,8068,train,138,1000623,2018Q4,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2017Q2,2019Q1,8076,8069,train,139,1000623,2019Q1,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2017Q3,2019Q2,8077,8070,train,140,1000623,2019Q2,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2017Q4,2019Q3,8078,8071,train,141,1000623,2019Q3,0,0,0,0,0,,,8,100.0
1000623,"Mativ Holdings, Inc.",2018Q1,2019Q4,8079,8072,train,142,1000623,2019Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2010Q4,2012Q3,8050,8043,train,143,1000683,2012Q3,0,0,0,0,0,,,7,93.10344827586206
1000683,BLONDER TONGUE LABORATORIES INC,2011Q1,2012Q4,8051,8044,train,144,1000683,2012Q4,0,0,0,0,0,,,7,94.82758620689656
1000683,BLONDER TONGUE LABORATORIES INC,2011Q2,2013Q1,8052,8045,train,145,1000683,2013Q1,0,0,0,0,0,,,8,96.55172413793105
1000683,BLONDER TONGUE LABORATORIES INC,2011Q3,2013Q2,8053,8046,train,146,1000683,2013Q2,0,0,0,0,0,,,8,98.27586206896552
1000683,BLONDER TONGUE LABORATORIES INC,2011Q4,2013Q3,8054,8047,train,147,1000683,2013Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2012Q1,2013Q4,8055,8048,train,148,1000683,2013Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2012Q2,2014Q1,8056,8049,train,149,1000683,2014Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2012Q3,2014Q2,8057,8050,train,150,1000683,2014Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2012Q4,2014Q3,8058,8051,train,151,1000683,2014Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2013Q1,2014Q4,8059,8052,train,152,1000683,2014Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2013Q2,2015Q1,8060,8053,train,153,1000683,2015Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2013Q3,2015Q2,8061,8054,train,154,1000683,2015Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2013Q4,2015Q3,8062,8055,train,155,1000683,2015Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2014Q1,2015Q4,8063,8056,train,156,1000683,2015Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2014Q2,2016Q1,8064,8057,train,157,1000683,2016Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2014Q3,2016Q2,8065,8058,train,158,1000683,2016Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2014Q4,2016Q3,8066,8059,train,159,1000683,2016Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2015Q1,2016Q4,8067,8060,train,160,1000683,2016Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2015Q2,2017Q1,8068,8061,train,161,1000683,2017Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2015Q3,2017Q2,8069,8062,train,162,1000683,2017Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2015Q4,2017Q3,8070,8063,train,163,1000683,2017Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2016Q1,2017Q4,8071,8064,train,164,1000683,2017Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2016Q2,2018Q1,8072,8065,train,165,1000683,2018Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2016Q3,2018Q2,8073,8066,train,166,1000683,2018Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2016Q4,2018Q3,8074,8067,train,167,1000683,2018Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2017Q1,2018Q4,8075,8068,train,168,1000683,2018Q4,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2017Q2,2019Q1,8076,8069,train,169,1000683,2019Q1,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2017Q3,2019Q2,8077,8070,train,170,1000683,2019Q2,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2017Q4,2019Q3,8078,8071,train,171,1000683,2019Q3,0,0,0,0,0,,,8,100.0
1000683,BLONDER TONGUE LABORATORIES INC,2018Q1,2019Q4,8079,8072,train,172,1000683,2019Q4,0,0,0,0,0,,,8,100.0
1000697,WATERS CORP /DE/,2009Q2,2011Q1,8044,8037,train,173,1000697,2011Q1,0,0,0,0,0,,,8,84.48275862068965
1000697,WATERS CORP /DE/,2009Q3,2011Q2,8045,8038,train,174,1000697,2011Q2,0,0,0,0,0,,,8,84.05172413793103
1000697,WATERS CORP /DE/,2009Q4,2011Q3,8046,8039,train,175,1000697,2011Q3,0,0,0,0,0,,,8,83.62068965517241
1000697,WATERS CORP /DE/,2010Q1,2011Q4,8047,8040,train,176,1000697,2011Q4,0,0,0,0,0,,,8,83.1896551724138
1000697,WATERS CORP /DE/,2010Q2,2012Q1,8048,8041,train,177,1000697,2012Q1,0,0,0,0,0,,,8,82.75862068965517
1000697,WATERS CORP /DE/,2010Q3,2012Q2,8049,8042,train,178,1000697,2012Q2,0,0,0,0,0,,,8,81.03448275862068
1000697,WATERS CORP /DE/,2010Q4,2012Q3,8050,8043,train,179,1000697,2012Q3,0,0,0,0,0,,,8,79.3103448275862
1000697,WATERS CORP /DE/,2011Q1,2012Q4,8051,8044,train,180,1000697,2012Q4,0,0,0,0,0,,,8,79.3103448275862
1000697,WATERS CORP /DE/,2011Q2,2013Q1,8052,8045,train,181,1000697,2013Q1,0,0,0,0,0,,,8,81.03448275862068
1000697,WATERS CORP /DE/,2011Q3,2013Q2,8053,8046,train,182,1000697,2013Q2,0,0,0,0,0,,,8,82.75862068965517
1000697,WATERS CORP /DE/,2011Q4,2013Q3,8054,8047,train,183,1000697,2013Q3,0,0,0,0,0,,,8,84.48275862068965
1000697,WATERS CORP /DE/,2012Q1,2013Q4,8055,8048,train,184,1000697,2013Q4,0,0,0,0,0,,,8,86.20689655172413
1000697,WATERS CORP /DE/,2012Q2,2014Q1,8056,8049,train,185,1000697,2014Q1,0,0,0,0,0,,,8,88.36206896551724
1000697,WATERS CORP /DE/,2012Q3,2014Q2,8057,8050,train,186,1000697,2014Q2,0,0,0,0,0,,,8,90.51724137931036
1000697,WATERS CORP /DE/,2012Q4,2014Q3,8058,8051,train,187,1000697,2014Q3,0,0,0,0,0,,,8,92.67241379310344
1000697,WATERS CORP /DE/,2013Q1,2014Q4,8059,8052,train,188,1000697,2014Q4,0,0,0,0,0,,,8,94.82758620689656
1000697,WATERS CORP /DE/,2013Q2,2015Q1,8060,8053,train,189,1000697,2015Q1,0,0,0,0,0,,,8,95.25862068965516
1000697,WATERS CORP /DE/,2013Q3,2015Q2,8061,8054,train,190,1000697,2015Q2,0,0,0,0,0,,,8,95.6896551724138
1000697,WATERS CORP /DE/,2013Q4,2015Q3,8062,8055,train,191,1000697,2015Q3,0,0,0,0,0,,,8,96.1206896551724
1000697,WATERS CORP /DE/,2014Q1,2015Q4,8063,8056,train,192,1000697,2015Q4,0,0,0,0,0,,,8,96.55172413793105
1000697,WATERS CORP /DE/,2014Q2,2016Q1,8064,8057,train,193,1000697,2016Q1,0,0,0,0,0,,,8,96.55172413793105
